关联医院code,关联医院名称,院边店code,院边店名称,"A类：
（院内店、HIS）"
N-H039200,凉山彝族自治州中西医结合医院,N-R159294,四川一心堂医药连锁有限公司西昌彩云府店,N
N-H039200,凉山彝族自治州中西医结合医院,#N/A,四川龙一药品零售连锁有限公司西昌强红大药房,N
N-H039200,凉山彝族自治州中西医结合医院,#N/A,四川龙一药品零售连锁有限公司西昌益健康大药店,N
N-H039200,凉山彝族自治州中西医结合医院,N-R143033,四川龙一药品零售连锁有限公司西昌济仁堂大药房,N
N-H039200,凉山彝族自治州中西医结合医院,N-R159178,四川一心堂医药连锁有限公司西昌鑫海国际店,N
N-H000748,聊城市人民医院分院,N-R079443,山东德信堂医药连锁有限公司三百零四连锁店,N
N-H014810,临沂市中心医院（临沂市沂水中心医院）,N-R048080,国药控股国大药房山东有限公司沂水县健康路连锁店,N
N-H014810,临沂市中心医院（临沂市沂水中心医院）,N-R050497,国药控股国大药房山东有限公司沂水县健康路西连锁店,N
N-H031171,柳州市妇幼保健院（柳州市儿童医院、柳州市妇产医院、柳州市妇幼保健计划生育服务中心）柳东院区,N-R067518,广西桂中大药房连锁有限责任公司妇幼东院便民分公司,N
N-H038181,南昌康宁医院,#N/A,江西康每乐大药房连锁有限公司第一分店,N
N-H038181,南昌康宁医院,#N/A,江西昌盛大药房有限公司南昌博泰生命树店,N
N-H038181,南昌康宁医院,#N/A,江西汇仁堂药品连锁股份有限公司万溪店,N
N-H039009,南京鼓楼医院集团安庆市石化医院,N-R147330,安庆国胜大药房连锁有限公司为人民石化一路分店,N
N-H039009,南京鼓楼医院集团安庆市石化医院,#N/A,安庆国胜大药房连锁有限公司为人民集贤路三店,N
N-H014179,青岛市市立医院（东院）,N-R153408,青岛市海王星辰健康药房连锁有限公司珠海路店,N
N-H014179,青岛市市立医院（东院）,N-R154566,青岛市海王星辰健康药房连锁有限公司澳门路店,N
N-H014179,青岛市市立医院（东院）,N-R153341,青岛市海王星辰健康药房连锁有限公司鲁商首府店,N
N-H014179,青岛市市立医院（东院）,#N/A,青岛同方药业连锁有限公司第四百六十二分店,N
N-H014179,青岛市市立医院（东院）,#N/A,北京同仁堂青岛药店有限责任公司香港中路店,N
N-H028139,青岛市海慈医疗集团（青岛市中医医院）,N-R154582,青岛市海王星辰健康药房连锁有限公司汉口路店,N
N-H028139,青岛市海慈医疗集团（青岛市中医医院）,N-R154584,青岛市海王星辰健康药房连锁有限公司和兴路店,N
N-H002203,陕西中医药大学第二附属医院,#N/A,咸阳怡康医药连锁有限责任公司第六十分店,N
N-H002203,陕西中医药大学第二附属医院,#N/A,咸阳怡康医药连锁有限责任公司第九十一分店,N
N-H001053,深圳市中西医结合医院,N-R097006,深圳市海王星辰健康药房连锁有限公司沙井沙头西园健康药房,N
N-H001053,深圳市中西医结合医院,#N/A,深圳市南北药行连锁有限公司沙一分店,N
N-H001053,深圳市中西医结合医院,#N/A,深圳市海王星辰健康药房连锁有限公司沙井京基健康药房,N
N-H001053,深圳市中西医结合医院,N-R097005,深圳市海王星辰健康药房连锁有限公司沙井健康药房,N
N-H001053,深圳市中西医结合医院,#N/A,深圳市健华药业连锁有限公司沙一分店,N
N-H001053,深圳市中西医结合医院,N-R045235,深圳市大参林药业连锁有限公司沙井麒麟分店,N
N-H001053,深圳市中西医结合医院,N-R034639,深圳市南北药行连锁有限公司沙头分店,N
N-H036339,石家庄市妇幼保健院（石家庄市第六医院、石家庄市儿童医院）,N-R027564,石家庄新兴药房连锁有限公司新石中路店,N
N-H036339,石家庄市妇幼保健院（石家庄市第六医院、石家庄市儿童医院）,#N/A,河北神威大药房连锁有限公司友谊连锁店,N
N-H036339,石家庄市妇幼保健院（石家庄市第六医院、石家庄市儿童医院）,#N/A,河北神威大药房连锁有限公司天佑连锁店,N
N-H036339,石家庄市妇幼保健院（石家庄市第六医院、石家庄市儿童医院）,#N/A,河北新兴药房连锁有限公司盛世华庭店,N
N-H036339,石家庄市妇幼保健院（石家庄市第六医院、石家庄市儿童医院）,#N/A,石家庄新兴药房连锁有限公司望桂店,N
N-H036339,石家庄市妇幼保健院（石家庄市第六医院、石家庄市儿童医院）,#N/A,河北神威大药房连锁有限公司石家庄汇德里店,N
N-H035743,苏州市吴江区儿童医院,N-R155928,苏州益丰粤海同安康大药房连锁有限公司中山北路店,N
N-H035743,苏州市吴江区儿童医院,#N/A,苏州益丰粤海同安康大药房连锁有限公司正大家园店,N
N-H035743,苏州市吴江区儿童医院,N-R093234,苏州健生源医药连锁有限公司吴江嘉鸿店,N
N-H035743,苏州市吴江区儿童医院,N-R120371,全亿健康药房有限公司嘉鸿花园店,N
N-H035743,苏州市吴江区儿童医院,N-R152651,江苏海王星辰健康药房连锁有限公司吴江中山店,N
N-H035743,苏州市吴江区儿童医院,#N/A,苏州益丰粤海同安康大药房连锁有限公司康麦斯店,N
N-H001660,温州医科大学附属第二医院、育英儿童医院（鹿城院区）,N-R147657,温州延生堂医药连锁有限公司龙泉巷店,N
N-H001169,乌鲁木齐市第一人民医院（铁路局院区）,N-R055262,新疆普济堂医药零售连锁有限公司第二十九分店,N
N-H001169,乌鲁木齐市第一人民医院（铁路局院区）,#N/A,乌鲁木齐普济堂友好大药房有限公司,N
N-H001169,乌鲁木齐市第一人民医院（铁路局院区）,N-R038750,新疆康泰东方医药连锁有限公司乌鲁木齐第二十七店,N
N-H001169,乌鲁木齐市第一人民医院（铁路局院区）,#N/A,新疆济康大药房医药连锁有限责任公司乌鲁木齐第三一六分店,N
N-H001169,乌鲁木齐市第一人民医院（铁路局院区）,N-R168749,新疆百草堂医药连锁经销有限公司乌鲁木齐新体巷分店,N
N-H001169,乌鲁木齐市第一人民医院（铁路局院区）,#N/A,新疆普济堂医药零售连锁有限公司第十八分店,N
N-H001169,乌鲁木齐市第一人民医院（铁路局院区）,N-R169133,新疆百草堂医药连锁经销有限公司乌鲁木齐市青城巷分店,N
N-H001169,乌鲁木齐市第一人民医院（铁路局院区）,N-R170332,新疆百草堂医药连锁经销有限公司乌鲁木齐苏州路二分店,N
N-H001169,乌鲁木齐市第一人民医院（铁路局院区）,N-R168712,新疆普济堂医药零售连锁有限公司第八十四分店,N
N-H001169,乌鲁木齐市第一人民医院（铁路局院区）,N-R170227,新疆普济堂医药零售连锁有限公司乌鲁木齐第二百八十六分店,N
N-H001169,乌鲁木齐市第一人民医院（铁路局院区）,N-R063771,国药控股国大药房新疆新特药业连锁有限责任公司乌鲁木齐市青城巷分店,N
N-H001169,乌鲁木齐市第一人民医院（铁路局院区）,N-R133571,新疆百草堂医药连锁经销有限公司乌鲁木齐龙海五度分店,N
N-H001169,乌鲁木齐市第一人民医院（铁路局院区）,#N/A,新疆济康大药房医药连锁有限责任公司乌鲁木齐一三九分店,N
N-H001169,乌鲁木齐市第一人民医院（铁路局院区）,N-R105925,新疆百草堂医药连锁经销有限公司小西沟百草堂大药房,N
N-H001169,乌鲁木齐市第一人民医院（铁路局院区）,N-R140374,新疆济康大药房医药连锁有限责任公司乌鲁木齐第二七二分店,N
N-H001169,乌鲁木齐市第一人民医院（铁路局院区）,N-R169554,新疆济康大药房医药连锁有限责任公司乌鲁木齐第三七八分店,N
N-H001169,乌鲁木齐市第一人民医院（铁路局院区）,N-R139547,新疆济康大药房医药连锁有限责任公司乌鲁木齐第二七五分店,N
N-H001169,乌鲁木齐市第一人民医院（铁路局院区）,N-R137000,新疆普济堂医药零售连锁有限公司乌鲁木齐第三十分店,N
N-H001169,乌鲁木齐市第一人民医院（铁路局院区）,N-R135806,新疆普济堂医药零售连锁有限公司乌鲁木齐第三百分店,N
N-H001169,乌鲁木齐市第一人民医院（铁路局院区）,N-R033520,国药控股国大药房新疆新特药业连锁有限责任公司乌鲁木齐市第三十四分店,N
N-H001169,乌鲁木齐市第一人民医院（铁路局院区）,N-R169496,新疆济康大药房医药连锁有限责任公司乌鲁木齐第五十八分店,N
N-H001169,乌鲁木齐市第一人民医院（铁路局院区）,N-R169042,新疆百草堂医药连锁经销有限公司乌鲁木齐河南东路分店,N
N-H001169,乌鲁木齐市第一人民医院（铁路局院区）,N-R169556,新疆济康大药房医药连锁有限责任公司乌鲁木齐第九十九分店,N
N-H001169,乌鲁木齐市第一人民医院（铁路局院区）,N-R107893,新疆百草堂医药连锁经销有限公司铁路局百草堂大药房,N
N-H039195,华中科技大学协和江北医院（武汉市蔡甸区人民医院）,N-R153840,武汉海王星辰医药连锁有限公司中法新城店,N
N-H039195,华中科技大学协和江北医院（武汉市蔡甸区人民医院）,#N/A,湖北益丰大药房连锁有限公司武汉蔡甸依山龙郡分店,N
N-H002193,西安高新医院,#N/A,西安怡康医药连锁有限责任公司团结南路四店,N
N-H002193,西安高新医院,N-R037829,陕西众信医药超市连锁股份有限公司西安六十八分店,N
N-H002193,西安高新医院,#N/A,西安怡康医药连锁有限责任公司团结南路店,N
N-H002193,西安高新医院,#N/A,西安怡康医药连锁有限责任公司科技路六店,N
N-H002193,西安高新医院,N-R073549,老百姓大药房连锁（陕西）有限公司西安团结南路店,N
N-H002193,西安高新医院,N-R083180,陕西壹壹壹医药有限公司西安枫林华府分店,N
N-H002193,西安高新医院,N-R002002,西安怡康医药连锁有限责任公司民洁路店,N
N-H002193,西安高新医院,N-R014734,西安怡康医药连锁有限责任公司团结南路六店,N
N-H002193,西安高新医院,#N/A,西安怡康医药连锁有限责任公司团结南路二店,N
N-H002193,西安高新医院,N-R073434,老百姓大药房连锁（陕西）有限公司西安科技路三店,N
N-H002193,西安高新医院,N-R081357,老百姓大药房连锁（陕西）有限公司西安文兴巷店,N
N-H002193,西安高新医院,N-R035586,西安怡康医药连锁有限责任公司昆明路一店,N
N-H002193,西安高新医院,N-R015394,西安怡康医药连锁有限责任公司大寨路店,N
N-H002183,西安市人民医院（西安市第四医院）,#N/A,西安怡康医药连锁有限责任公司东大街店,N
N-H002183,西安市人民医院（西安市第四医院）,N-R012252,陕西怡悦大药房连锁有限公司西安劳动南路连锁店,N
N-H002183,西安市人民医院（西安市第四医院）,#N/A,陕西众信医药超市连锁股份有限公司西安一百二十二分店,N
N-H002183,西安市人民医院（西安市第四医院）,N-R014705,西安怡康医药连锁有限责任公司和平路二店,N
N-H002183,西安市人民医院（西安市第四医院）,#N/A,西安怡康医药连锁有限责任公司解放路二店,N
N-H002183,西安市人民医院（西安市第四医院）,N-R010218,西安怡康医药连锁有限责任公司解放路店,N
N-H002183,西安市人民医院（西安市第四医院）,#N/A,西安怡康医药连锁有限责任公司尚勤路分店,N
N-H002183,西安市人民医院（西安市第四医院）,N-R073531,老百姓大药房连锁（陕西）有限公司西安东三路店,N
N-H002183,西安市人民医院（西安市第四医院）,#N/A,西安怡康医药连锁有限责任公司建国路店,N
N-H002183,西安市人民医院（西安市第四医院）,#N/A,西安怡康医药连锁有限责任公司建国路二店,N
N-H002183,西安市人民医院（西安市第四医院）,#N/A,西安怡康医药连锁有限责任公司尚勤路四店,N
N-H002183,西安市人民医院（西安市第四医院）,N-R037392,陕西京兆药房连锁有限公司景诚连锁店,N
N-H002183,西安市人民医院（西安市第四医院）,N-R010211,西安怡康医药连锁有限责任公司安西街店,N
N-H002183,西安市人民医院（西安市第四医院）,N-R015577,西安怡康医药连锁有限责任公司东三路店,N
N-H002183,西安市人民医院（西安市第四医院）,N-R014277,西安怡康医药连锁有限责任公司尚德路一店,N
N-H002183,西安市人民医院（西安市第四医院）,N-R000386,老百姓大药房连锁（陕西）有限公司西安李家村店,N
N-H002183,西安市人民医院（西安市第四医院）,#N/A,西安怡康医药连锁有限责任公司西五路店,N
N-H002173,西安医学院第一附属医院,N-R020734,西安怡康医药连锁有限责任公司西二环二店,N
N-H002173,西安医学院第一附属医院,#N/A,陕西广济堂医药连锁有限公司西安丰镐西路店,N
N-H002173,西安医学院第一附属医院,N-R000384,老百姓大药房连锁（陕西）有限公司西安土门店,N
N-H002173,西安医学院第一附属医院,#N/A,陕西京兆药房连锁有限公司韦曲西街连锁店,N
N-H002173,西安医学院第一附属医院,N-R011991,陕西京兆药房连锁有限公司金三福连锁店,N
N-H002173,西安医学院第一附属医院,N-R008308,陕西怡悦大药房连锁有限公司西安庆安连锁店,N
N-H002173,西安医学院第一附属医院,#N/A,西安怡康医药连锁有限责任公司沣镐西路二店,N
